gene,GSM674282,GSM674283,GSM674284,GSM674285,GSM674286,GSM674287,GSM674288,GSM674289,GSM674290,GSM674291,GSM674292,GSM674293,GSM674294,GSM674295,GSM674296,GSM674297,GSM674298,GSM674299,GSM674300,GSM674301,GSM674302,GSM674303,GSM674304,GSM674305,GSM674306,GSM674307,GSM674308,GSM674309,GSM674311,GSM674314,GSM674315,GSM674316,GSM674317,GSM674318,GSM674319,GSM674320,GSM674321,GSM674322,GSM674323,GSM674324,GSM674325,GSM674326,GSM674327,GSM674328,GSM674329,GSM674330,GSM674331,GSM674332,GSM674333,GSM674334,GSM674335
ENSG00000090487,4.39480014480761,4.84485651282692,5.04771479286837,4.41915352842375,5.43131221104084,4.80738686375747,4.18737099924895,4.59514199661336,4.43159136249271,4.71130349677826,5.11393204955311,4.49622640861444,4.0,3.3870269532118,4.54822843517159,5.84377925944154,4.63546139243192,5.02992806102232,5.06223693814528,4.96035697937776,4.71056739926163,3.84286710440514,5.08542017103532,4.56224158233946,4.19246781645361,5.43460166711574,4.81917561942073,4.82924269225866,4.07847460661954,3.73976687420454,4.55000711465599,5.11514825905697,3.83607111532202,5.6800592163589,5.22936372889921,4.64450997177435,4.00462818852717,5.42588486537721,4.386654651608,4.46006084237233,4.09710741561761,5.50116952362001,5.16199758942837,4.83130583853305,4.00202624085241,5.0,4.74783616094393,2.98978583354093,4.52508175674742,4.5126328640825,4.28382696439304
ENSG00000131116,8.58801734112865,9.26991082871128,8.69730405081636,8.99742749452235,8.35331884995984,7.87831744633093,8.58884918725779,8.17031482660386,9.00142988121214,8.25237148119649,8.94889989119007,9.19175600407739,9.0,8.54369779389808,9.01394446200535,9.0170527171131,8.19885267978853,8.3851053809359,8.24846370129998,8.75652082330961,8.8343584063008,8.78981703525436,7.82774773417455,9.80556809484713,9.92178714367498,9.36426581135061,8.85445669529577,10.04024413965068,9.74876112670913,9.29428534653554,9.27280797707976,8.4998573285002,9.14727150473092,8.05215364306542,9.80519283951258,8.49238343981,8.42667840941758,8.84858736019139,9.13973766839039,9.68816307316921,9.53902255714334,8.31992076593978,9.57769005339429,9.0896023830875,7.44583226226036,9.0,10.33297269960466,8.41557708418306,8.66934794277586,8.11357699598428,9.07919947551247
ENSG00000133742,9.78838171267963,10.2801850792337,9.81018533519344,10.59444985979698,9.94297850610407,10.19791019476942,10.88065529052313,10.33807911165173,10.5726004730858,10.43895995696842,10.64477149344577,10.92153493232772,10.0,10.2766036186407,10.02111932388021,11.12140666940181,10.21258107121472,9.5789448144628,10.30809383471374,10.46216075351542,9.62616280763492,9.99110898151148,10.37973830105922,9.3280848339131,9.94523119195849,10.93407611503443,10.71540005693662,10.39553701780991,11.05948617004357,9.74485257803645,10.21077318735419,9.92557568656103,9.72151091547722,10.85822125966989,10.08970687534004,9.76678615736755,10.24440802250125,10.48768277503136,10.94870260201522,9.8006007039513,10.38220841006789,10.54067613744207,9.8679427617849,9.78332090626682,10.36675424362677,11.0,9.86162740359329,9.24065731399256,9.66557083365977,9.99406196100442,10.29280070963064
ENSG00000090530,5.392092285146,6.9815077041142,5.6645345705547,5.56768456472641,6.55512607631642,6.13841523321094,5.66306973408445,6.37027105807006,6.1727012141452,5.70759271379977,6.26687999715458,6.25805127514038,7.0,5.70951572410744,5.41813024010466,5.32969496262395,5.2844982789229,6.22080718813185,6.42064836425292,5.98372691770592,5.61360742732336,7.06295763250471,6.50013165944178,6.11308669177338,6.33729865071739,5.82323050065104,6.65303652785492,6.57771558991731,5.70483075237176,6.10865211634279,5.94142352993741,5.56796804726852,5.47213398296862,6.24754868337398,5.55413553117456,5.62793607550459,6.5056735927593,5.99974617049245,6.16861394508837,6.35272355484823,5.33896291957322,6.16743289002382,6.08345644672883,5.19877868770736,6.88690018938604,6.0,6.40595593439507,6.35786610461066,6.87255487762664,7.49807391368624,6.17864883399052
ENSG00000064961,8.64628124296807,9.07876571121321,9.2212786021525,8.61247068738593,9.20600941804936,9.26301630458001,8.63837195325939,9.71266865154518,9.74489243703755,9.57557263736631,10.47618395596692,9.28779447549735,9.0,9.05316635252063,10.16954923028373,10.13330641234136,9.54065776447119,9.45357142858145,8.91577537913654,9.23635747329999,8.4230907073616,8.18349744344516,9.18274007178801,8.19717051028608,9.35608796138623,9.14636603345719,7.83731555317145,8.21558908763506,8.87958850682781,9.20828626420645,9.07464055450238,9.08842697992946,10.22117845137289,10.03820590572792,9.16844151226066,9.33832486605687,8.34235093544179,9.495745035377,9.20171686116234,8.59502809259151,8.49692415006613,9.6431360634172,9.01564034053294,9.61494256852132,9.11795565207222,8.0,9.33570190793639,7.86237359226689,9.49677048885557,9.02345997850293,9.33720137382744
ENSG00000079805,6.87679838786596,7.52081405006327,8.46397939238772,7.60118345246516,8.35458825545155,7.50344851485333,8.21817596847213,7.56117826304675,6.46052050882798,6.88354515402808,7.32097800658481,7.17152962375072,7.0,7.62902766794692,7.10234963873001,8.22004481799371,7.75676263045128,8.04918663190619,7.55110326119247,7.08721467664873,6.30722968266318,6.94585414598787,7.41205137213781,6.36303033008032,6.87968632493274,7.76837088443064,6.99863944603004,7.14314791810088,6.90833365830607,8.13464725746058,7.39041319869893,8.25948086012404,7.12666643701676,8.9397475467394,7.41417219757324,8.96547883564032,6.69754448166061,7.14880144231447,6.63016710501224,7.6803342166094,7.72410286048492,7.09053696162736,6.79572910851471,7.61504378110435,7.81355815105318,7.0,6.24794956275166,7.44870628682858,9.02808518949714,8.60749654412739,8.56297594261656
ENSG00000134030,4.11002115015904,3.79398903398446,4.86001742244658,4.00754205405383,3.67175375283227,4.16090659899054,4.72404958192954,4.10858827046925,4.10380109543484,3.60438225410588,3.30195873086027,3.27784022428595,5.0,5.5479706410734,4.56441072969917,4.74892172598354,5.65471609545578,3.71098517378489,3.70378258907513,3.68500633713577,3.50506985053245,4.20804034343091,3.89047860146791,3.31369527049092,4.42875559159798,3.85795161838614,2.87595766930715,4.78011226936391,4.59401713315731,5.11644418936465,3.93373928728621,4.29648544874948,4.4996425244953,4.78396537619183,5.41628618742781,6.0100837585409,3.69862201375112,5.26119918476613,5.13846436803985,4.35358852630826,5.16132409543094,4.81359758591153,4.68595487222996,4.40401581298337,4.19590847475121,3.0,4.72683988123835,4.26371169121367,6.31158522046771,4.49100915424136,5.01789340321226
ENSG00000176907,6.33583830971256,6.45283694874866,6.29546253947765,6.2723820840014,7.06511783251129,5.86316675962999,6.67636263076825,6.36205359022742,6.27664771128616,5.59700688440302,5.84425572904543,6.40322951517735,6.0,6.68024672347075,6.21696204718352,5.85735875947926,6.63608616979202,6.67067243340933,7.45545449756137,5.67471095609978,5.73325298951619,6.42611237720985,6.02735062379419,6.36587985562406,6.5097275353988,6.21774867718602,7.89446621937435,7.16586347393706,8.14306689971547,7.48386258135829,7.56917178397104,7.03773255720223,6.53861646871878,6.60410120340515,7.57965476773348,7.36033782495369,6.84620346497265,7.6585927806914,7.7001666898332,7.32494105605163,6.97394408893868,7.09352944301352,6.25236103637736,6.05152761674518,7.76511730720991,7.0,6.63685792255474,6.80801661891498,7.43069558511282,6.66195014300292,6.47317708414763
ENSG00000135919,6.04767098876391,8.04179557478181,7.67827284378682,7.72739823538794,6.25462728108346,6.55227235845581,6.86132948497613,6.49062163091732,6.09468855269198,6.09091253854826,6.46395995948943,6.52176077009523,6.0,6.52688046975107,5.80359513533609,6.2258420392607,6.35285332677884,7.12673676960177,5.56283240901371,5.38021007015226,5.958087102547,6.44840710658878,7.32752103564522,6.07429347447206,5.37276180758248,6.7612463147197,6.24359242562441,6.94501600509197,6.85542444638943,6.70343759030353,6.41229413639558,5.91476749598376,5.90442982121393,5.32812702312223,6.39438981474429,7.13214022432126,5.74640715129532,6.16183867240895,6.19368665727898,6.38290355465713,6.62420772801053,6.08091861270661,6.18987913346088,6.64837733558092,5.72655927996547,6.0,6.09982489527817,6.68847050190183,7.29262020134132,6.49769750047914,7.42485346143694
ENSG00000159753,5.45289349085108,5.77039957400542,4.77525292053668,6.16330246051956,5.5974880456349,5.98355292880732,5.11143929897925,6.05404994769903,5.41580366889311,6.56041640763857,6.78543531905983,5.863702250459,5.0,5.258107851437,6.5389884850817,6.19453540479202,6.49973001035596,5.10859126591226,6.0984377873977,6.64316394582931,6.32332059008402,6.04550608088646,6.73140869403801,6.18988505699321,5.96019475511011,6.51282244673085,5.34000512160907,5.42492240940699,5.6622136758758,5.77409877739335,5.8887758238253,5.50713843916173,5.67444558416622,5.47887589176332,5.85773188202892,5.40753409223133,5.96347442803224,5.33424276560222,5.51449084798172,5.86297933508758,6.22670125001705,7.16509405508881,6.59561981148668,6.79422340299501,5.11468447840067,6.0,6.93534238575982,5.95013837781768,5.08333784145994,5.57992530197603,4.95404768946529
ENSG00000152086,7.8141915995754,6.82348860536415,9.15328472795626,8.1296281511232,7.21353694499749,8.0704643489432,8.1033481517467,7.96237438216912,8.60124299920918,7.6614103298837,7.56559593037378,7.16464625678627,7.0,8.07161875231126,7.61120297527946,7.95513797321119,7.82523772641007,7.61010095798715,7.04029972704059,7.75749209460173,7.07793438307302,7.82168410947918,6.54085441576583,7.33787820379472,7.83727606229004,8.07728010317171,6.94158920577669,7.17192558908181,6.7022260936992,7.18965345927856,6.93022584193148,7.29245417982072,7.8587019390279,5.99904664451738,7.93810696724544,8.38083727921026,6.93772371270377,7.39539490468081,6.6651627987286,7.12486598508034,7.17645479762969,5.87329265097458,6.68588936730284,7.23859723411379,6.70903198259968,8.0,7.05495130747811,6.97244667028927,8.46042662828394,6.87241052704758,8.14429564825705
ENSG00000076201,9.41618804222184,9.72381417346252,8.25718779318899,8.60328835423223,8.73197678976075,8.8980639053605,8.21177165538942,9.35877625502799,9.50968150362532,10.42088822405913,8.6973386315454,9.79204912598694,9.0,8.40985518892905,8.885756537695,8.5282538024715,8.50635760100816,9.04845868415179,9.1867227561267,9.72961400610606,9.1959287284007,7.68210595453508,8.68525270566277,9.13714919124998,8.28864489386017,8.97996719550999,8.57918195489246,8.20969023441489,7.67084526608954,6.95629896545458,8.94811667698927,8.46517413167615,9.03791164553455,8.21079818844164,8.07075243462482,7.98927555554542,8.26676320655421,7.3869923540944,8.89453233687942,9.04231729551287,8.55745553388926,8.46481278623531,8.99866370028516,8.40479942290285,8.28033548063305,8.0,8.22574127520279,8.70558995977421,7.71352851119544,8.56387952875321,8.81557323438755
ENSG00000166377,6.85784013682815,6.70715715550996,6.63542125577923,6.68460786355535,6.68130248707247,7.08244497953452,7.16715640746716,7.36831945839364,7.78269178979212,6.94595674909146,6.22143742277948,6.9017081202563,7.0,7.29047635814289,6.33283677177287,7.00903623003575,7.07596507035756,6.59337722098246,8.07363005424913,6.81259837702697,6.62659779136304,6.03696990214554,5.92257057129596,6.76761976363195,7.21819709748768,6.98100228017382,7.61907942318723,7.09896721036747,6.76760680694084,7.33564898676958,7.29525050354923,8.21196758103172,7.79004500566981,7.27114391339714,7.66654856289859,8.4693256457402,8.18405958168484,8.0233663705426,7.82366802844817,7.29687215754419,8.13544008215919,6.92086829651689,7.79489578479746,7.15574675491533,8.06928297208849,8.0,7.920487445059,6.71080191980923,7.27935628872122,6.78912915193761,7.63180257419571
ENSG00000157796,5.36859122742039,6.25533187509213,6.01155596774828,6.19446347191264,5.21655121033932,5.21504170791025,5.85647478577523,6.9496456238226,5.59150705316583,6.03123420656336,4.87692627674664,5.15643295713082,5.0,4.5583809705859,6.08006168754683,6.42902728784403,6.6301337231438,5.45236145653775,6.04151484061074,5.63154129381316,5.84053443058252,6.06765718207749,6.6079157701553,5.39972732654711,7.03649718924618,6.70839721533595,5.00548067760853,6.44712566551889,6.29183824027246,6.71861254249509,6.50360660249974,6.80673666653204,5.21441526637597,5.913708605889,5.27892850672649,5.80849314336453,5.79487812820736,5.64288462023564,5.64911128669844,5.89435624797824,6.22827868982925,6.524138807981,6.097155064754,5.53982146159203,5.57138219052601,6.0,5.80541308002879,5.82888320017895,6.18268596868124,5.947579780873,4.9247637036805
ENSG00000143374,9.39824411394988,9.60379347355918,9.72937854805998,9.20722883129997,9.59451265114011,8.86197888360977,9.04750080539279,9.87339698646142,8.32909585742453,9.27433190623168,8.99359486493425,9.26143051796803,9.0,8.84684583263286,9.66325453453919,9.8549608833503,9.5360800559655,8.50420901568966,8.49222454463124,9.31768645310444,9.07863003877934,8.70064856810177,10.66910271720562,9.2263255133501,8.98687729813365,9.84191476843955,8.65983665050457,8.93284099379173,9.05048309547488,8.94765031875503,8.58906113993133,8.9720939210334,9.40754943421791,9.39911868527088,8.50128355362713,8.82742727990816,8.44630591170511,8.14639275920726,8.78896369914036,9.24029806693393,9.08160659167384,9.19536933944351,8.46700267089454,9.14326251044029,9.12593570423954,8.0,9.14550652749773,9.1561612535981,9.27221809871279,9.35418621634202,9.01742134492071
ENSG00000172725,6.89062647476275,7.57549415894997,7.54146409688588,6.41523609139765,7.59021263835586,6.5578114727166,6.92576820390654,7.60524961072266,5.5051213076776,7.46814592134242,7.75679150015073,6.79651658844871,7.0,7.43400477796185,6.25027639659066,5.72464490643578,6.24862746449075,7.02468294388563,7.02121934034727,6.97135848966171,5.63392285706992,7.32166932829802,6.83625108904712,6.85227065380306,6.90008777820495,4.7024195370089,6.1713864804751,6.95099788038653,6.86456766468324,7.22730190221014,7.60164871601745,6.43304589578671,6.05957210525221,7.67309609695273,7.88981705487738,7.71251277866825,7.50060538918577,8.63345295849278,7.36194072712012,7.38757374119412,6.86379771457426,8.52239572248042,7.66259265926662,7.76172384363259,7.81146252984966,8.0,6.28553421147121,6.4575106802881,7.20610655466295,6.34425353175397,6.23978002793196
ENSG00000099875,9.48761562630308,7.8899352792782,9.64043364822792,9.39422632251504,8.54499297126857,10.09517551737188,9.76518636718071,8.56728473014732,9.00216094137072,9.48399732815096,10.89576674515637,10.21492521071454,9.0,10.83128414589473,9.59278498001931,8.06537307067424,8.79084949427291,7.84366365738418,9.2557585464259,8.17240668443433,8.98699984949802,8.34748656710456,8.92451950912548,7.95204316031131,10.17355364879239,8.71620705982132,8.84899303047003,9.51885457884587,10.30571759628795,10.23188281139327,9.05467882739281,9.16421185517399,8.43389642454058,9.73063660148535,10.48487030880054,9.58388190069817,9.09106497125311,9.90652430823059,11.09710296339794,8.35807885550418,10.06373199735536,10.94795373278855,9.84699880500243,9.825320283916,10.15759601172912,9.0,8.0171434698524,9.1893374749017,9.1449173793127,8.66210578655419,9.48702449460724
ENSG00000174437,12.29988935498104,12.54957871712083,12.67664568890385,12.20818153890974,12.98803665507207,12.65638901073178,12.21435109530479,12.44975539430714,11.8818239363431,11.24925787359392,12.03309208673238,11.48772956557157,12.0,12.32804033821224,11.76134687890198,11.84021125182247,11.80666891076566,12.8964769558897,12.36412619048507,11.42522772976019,11.6743068305071,12.83281322596905,12.66645566762469,12.70745344074013,12.07835554975429,12.12520587234983,12.25183968127327,12.70819080556185,12.48407980008914,12.17695046403638,12.442520545521,12.3778178654284,12.02026425290423,12.41736249566415,11.6381288278182,11.73222683975965,13.18330918064522,12.07604748189496,12.64678194247357,12.51505366189976,12.71273915360358,12.36077069694098,12.58546604315745,12.8970540354123,12.01889608343072,12.0,12.86797065033134,12.78132575579306,13.37224982716484,12.88037089498022,12.95739088600068
ENSG00000279136,2.62009341422884,2.86679632313527,2.56713714401783,2.60833918887337,3.42192227135429,2.40178853419491,3.6078049081659,3.3793881175383,3.34985071727082,2.46800955677386,2.21596839319277,2.93489603223421,3.0,4.41103362008331,3.08337056538096,2.61015741124431,2.94240457488644,3.60531811965402,3.77179557197752,3.39221344265186,3.21577840165029,3.2423978856303,2.97582116134901,3.27160241038352,3.01483895975005,2.59145311016161,2.92716133697404,3.32742760296017,3.75390439450297,3.56379754112321,3.363351051703,3.52998250919356,3.32896802375021,3.83453736237279,3.5671358366576,4.20200855156914,3.76876546930322,4.0802946766404,4.15606981814808,3.71137968889017,3.40348962190546,2.84568239195243,4.10250907516004,3.16698607946454,2.96142944368698,4.0,4.54939500116895,3.4978169346558,3.21610353891659,3.43193667093955,3.40271331055149
ENSG00000058085,8.65724256446579,9.43619261486956,7.73200782897126,9.26735250933924,8.56175738038239,8.29787838749704,9.09362088415036,9.51521738555875,9.75278145591542,8.7463732876551,8.74931976591652,9.41936705187355,9.0,8.7711894804362,9.4638251066769,8.92266358349957,8.91635327905289,8.73369818249643,8.4272503008392,9.13973863530182,9.28877699113221,10.06685135387644,8.70485095666349,9.04470043636088,9.90075001582453,9.5215114124541,10.04777975435329,8.23551379045671,9.07537144881635,8.83425362157815,8.87721242086553,7.47195852750322,8.80466908270636,7.73706334563283,7.83614340895396,8.69938361485389,7.62374501938415,7.61407969833666,8.04536551523522,8.77215366487958,7.73519956974428,7.85266735202325,8.00479601577435,8.32618289943422,8.11597776948551,9.0,8.25833620818028,8.36177172478063,7.138944588872,8.10545435577485,8.63283795090239
ENSG00000186448,9.98315190672077,9.57157824085677,10.43134727129436,9.44742698028178,9.5089931706965,10.82464126378178,9.50907552547034,9.94456889277126,10.3129831826625,10.36416025682111,10.56597566304127,9.78618657640884,9.0,9.67460517156227,9.20070337441961,9.8384335604937,8.83807069235566,9.63907519861598,9.15046065210222,9.18409280425044,10.06490842755497,9.54526878145599,10.03541967899988,8.70957984789556,8.43054230417787,10.51043092105866,9.40796710667448,9.74179269424974,9.07937651294941,8.66912622593252,7.71600430643465,9.72149330830597,10.35082502220938,8.49980266742522,10.58676270761971,8.81435313725407,9.74215093039483,9.26568479109697,9.22048005247097,9.17754418803631,10.16694935105693,9.2884519165088,8.26012650331852,9.66272478602233,9.95103512669721,9.0,9.4915412070361,10.32690429448274,10.01097873617558,10.28847083898744,10.6691339908359
ENSG00000090776,1.59740382625204,1.54580807822627,2.3814868663263,1.50307488724914,1.64774150743475,1.74357588625748,2.05838188907892,1.83396855520266,1.90117566618432,1.51042996063886,1.50877132113064,1.57539829605387,1.0,1.91843026120866,2.17809057059071,2.61428252378745,2.39367422277628,1.63138294882422,1.52627015889649,1.63487726856133,1.90948641179468,1.84720271704575,1.69667824723232,1.49206031212837,2.16961099968049,2.83218110342151,2.00467718070228,1.84833362389924,2.5638642398716,2.743299274432,1.48008771920878,2.32373992407203,1.96731238279616,2.54888137275222,1.85696351888702,2.52957524488046,1.81248854823979,2.05941481988748,2.11981100117063,1.97579006883872,2.50793967986523,2.00164517075677,1.98553402459747,2.26122867784231,2.12243103758426,3.0,2.26771175192246,2.38012579136941,2.29419807299303,2.10604838546203,2.31107418381124
